,Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year,region
12,13 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
13,14 Dec,0.4,0.2,0.4,0.4,-,-,-,-,-,2021,Marine Parade
14,15 Dec,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
15,16 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
16,17 Dec,16.2,4.0,5.6,7.6,-,-,-,-,-,2021,Marine Parade
17,18 Dec,8.0,6.8,7.0,7.8,-,-,-,-,-,2021,Marine Parade
18,19 Dec,15.6,10.2,11.4,13.8,-,-,-,-,-,2021,Marine Parade
19,20 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
20,21 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
21,22 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
22,23 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
23,24 Dec,19.6,12.6,13.8,18.2,-,-,-,-,-,2021,Marine Parade
24,25 Dec,0.4,0.2,0.4,0.4,-,-,-,-,-,2021,Marine Parade
25,26 Dec,0.6,0.6,0.6,0.6,-,-,-,-,-,2021,Marine Parade
26,27 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
27,28 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
28,29 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
29,30 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
30,31 Dec,16.4,3.4,5.0,6.0,-,-,-,-,-,2021,Marine Parade
0,1 Nov,19.4,11.4,15.2,19.4,-,-,-,-,-,2021,Marine Parade
1,2 Nov,31.8,14.6,26.0,29.4,-,-,-,-,-,2021,Marine Parade
2,3 Nov,0.6,0.2,0.4,0.4,-,-,-,-,-,2021,Marine Parade
3,4 Nov,0.6,0.4,0.4,0.6,-,-,-,-,-,2021,Marine Parade
4,5 Nov,18.2,16.0,16.8,16.8,-,-,-,-,-,2021,Marine Parade
5,6 Nov,5.0,4.4,5.0,5.0,-,-,-,-,-,2021,Marine Parade
6,7 Nov,14.8,10.0,11.8,12.0,-,-,-,-,-,2021,Marine Parade
7,8 Nov,1.6,0.8,1.2,1.6,-,-,-,-,-,2021,Marine Parade
8,9 Nov,42.6,20.2,25.2,29.8,-,-,-,-,-,2021,Marine Parade
9,10 Nov,89.6,32.4,61.2,84.0,-,-,-,-,-,2021,Marine Parade
10,11 Nov,0.8,0.4,0.4,0.6,-,-,-,-,-,2021,Marine Parade
11,12 Nov,7.0,6.0,6.6,6.8,-,-,-,-,-,2021,Marine Parade
12,13 Nov,4.8,3.4,3.4,3.8,-,-,-,-,-,2021,Marine Parade
13,14 Nov,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
14,15 Nov,5.6,4.8,5.2,5.2,-,-,-,-,-,2021,Marine Parade
15,16 Nov,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
16,17 Nov,1.2,1.2,1.2,1.2,-,-,-,-,-,2021,Marine Parade
17,18 Nov,34.8,14.4,23.2,32.8,-,-,-,-,-,2021,Marine Parade
18,19 Nov,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
19,20 Nov,2.0,1.6,1.6,1.8,-,-,-,-,-,2021,Marine Parade
20,21 Nov,10.0,9.8,9.8,9.8,-,-,-,-,-,2021,Marine Parade
21,22 Nov,0.8,0.4,0.6,0.6,-,-,-,-,-,2021,Marine Parade
22,23 Nov,6.8,4.4,4.6,5.6,-,-,-,-,-,2021,Marine Parade
23,24 Nov,25.2,15.4,19.0,23.0,-,-,-,-,-,2021,Marine Parade
24,25 Nov,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
25,26 Nov,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
26,27 Nov,82.4,53.4,72.8,81.6,-,-,-,-,-,2021,Marine Parade
27,28 Nov,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
28,29 Nov,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
29,30 Nov,2.4,2.2,2.2,2.2,-,-,-,-,-,2021,Marine Parade
0,1 Oct,21.2,6.0,9.8,14.0,-,-,-,-,-,2021,Marine Parade
1,2 Oct,4.0,3.8,4.0,4.0,-,-,-,-,-,2021,Marine Parade
2,3 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
3,4 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
4,5 Oct,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
5,6 Oct,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
6,7 Oct,3.2,2.8,3.2,3.2,-,-,-,-,-,2021,Marine Parade
7,8 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
8,9 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
9,10 Oct,10.0,7.2,8.0,9.0,-,-,-,-,-,2021,Marine Parade
10,11 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
11,12 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
12,13 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
13,14 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
14,15 Oct,2.4,2.4,2.4,2.4,-,-,-,-,-,2021,Marine Parade
15,16 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
16,17 Oct,2.8,1.0,1.0,1.8,-,-,-,-,-,2021,Marine Parade
17,18 Oct,8.6,6.4,7.4,8.2,-,-,-,-,-,2021,Marine Parade
18,19 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
19,20 Oct,15.4,5.4,7.4,9.4,-,-,-,-,-,2021,Marine Parade
20,21 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
21,22 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
22,23 Oct,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
23,24 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
24,25 Oct,30.8,25.0,29.6,30.8,-,-,-,-,-,2021,Marine Parade
25,26 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
26,27 Oct,0.6,0.6,0.6,0.6,-,-,-,-,-,2021,Marine Parade
27,28 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
28,29 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
29,30 Oct,0.4,0.2,0.4,0.4,-,-,-,-,-,2021,Marine Parade
30,31 Oct,17.0,15.8,15.8,16.0,-,-,-,-,-,2021,Marine Parade
0,1 Sep,6.4,5.2,6.0,6.2,-,-,-,-,-,2021,Marine Parade
1,2 Sep,68.6,31.6,37.8,60.0,-,-,-,-,-,2021,Marine Parade
2,3 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
3,4 Sep,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
4,5 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
5,6 Sep,1.6,1.4,1.4,1.4,-,-,-,-,-,2021,Marine Parade
6,7 Sep,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
7,8 Sep,3.0,3.0,3.0,3.0,-,-,-,-,-,2021,Marine Parade
8,9 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
9,10 Sep,9.4,6.0,8.4,9.2,-,-,-,-,-,2021,Marine Parade
10,11 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
11,12 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
12,13 Sep,1.0,0.8,0.8,0.8,-,-,-,-,-,2021,Marine Parade
13,14 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
14,15 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
15,16 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
16,17 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
17,18 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
18,19 Sep,5.6,4.4,5.4,5.6,-,-,-,-,-,2021,Marine Parade
19,20 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
20,21 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
21,22 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
22,23 Sep,2.0,1.2,1.6,1.8,-,-,-,-,-,2021,Marine Parade
23,24 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
24,25 Sep,2.2,2.2,2.2,2.2,-,-,-,-,-,2021,Marine Parade
25,26 Sep,5.4,4.8,4.8,4.8,-,-,-,-,-,2021,Marine Parade
26,27 Sep,4.8,5.6,6.2,6.2,-,-,-,-,-,2021,Marine Parade
27,28 Sep,13.2,12.0,12.4,13.2,-,-,-,-,-,2021,Marine Parade
28,29 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
29,30 Sep,29.8,17.4,21.4,23.2,-,-,-,-,-,2021,Marine Parade
0,1 Aug,30.8,18.0,28.0,30.4,-,-,-,-,-,2021,Marine Parade
1,2 Aug,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
2,3 Aug,1.8,1.6,1.6,1.8,-,-,-,-,-,2021,Marine Parade
3,4 Aug,6.8,3.6,6.2,6.6,-,-,-,-,-,2021,Marine Parade
4,5 Aug,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
5,6 Aug,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
6,7 Aug,0.6,0.4,0.6,0.6,-,-,-,-,-,2021,Marine Parade
7,8 Aug,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
8,9 Aug,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
9,10 Aug,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
10,11 Aug,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
11,12 Aug,15.8,15.4,15.8,15.8,-,-,-,-,-,2021,Marine Parade
12,13 Aug,4.4,3.4,3.4,3.4,-,-,-,-,-,2021,Marine Parade
13,14 Aug,0.8,0.6,0.6,0.6,-,-,-,-,-,2021,Marine Parade
14,15 Aug,18.8,7.8,9.6,15.4,-,-,-,-,-,2021,Marine Parade
15,16 Aug,0.4,1.0,2.0,4.8,-,-,-,-,-,2021,Marine Parade
16,17 Aug,42.6,25.8,35.6,36.2,-,-,-,-,-,2021,Marine Parade
17,18 Aug,5.6,2.4,2.4,2.4,-,-,-,-,-,2021,Marine Parade
18,19 Aug,58.6,24.2,24.6,26.4,-,-,-,-,-,2021,Marine Parade
19,20 Aug,63.4,43.2,53.2,58.0,-,-,-,-,-,2021,Marine Parade
20,21 Aug,0.0,0.0,0.0,0.2,-,-,-,-,-,2021,Marine Parade
21,22 Aug,22.8,18.8,19.6,21.8,-,-,-,-,-,2021,Marine Parade
22,23 Aug,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
23,24 Aug,25.0,11.0,12.0,15.0,-,-,-,-,-,2021,Marine Parade
24,25 Aug,5.6,5.2,5.2,5.4,-,-,-,-,-,2021,Marine Parade
25,26 Aug,2.0,1.6,1.6,2.0,-,-,-,-,-,2021,Marine Parade
26,27 Aug,1.0,0.8,0.8,0.8,-,-,-,-,-,2021,Marine Parade
27,28 Aug,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
28,29 Aug,20.2,13.8,14.2,14.2,-,-,-,-,-,2021,Marine Parade
29,30 Aug,102.0,23.6,44.6,61.8,-,-,-,-,-,2021,Marine Parade
30,31 Aug,10.8,5.4,6.2,8.0,-,-,-,-,-,2021,Marine Parade
0,1 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
1,2 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
2,3 Jul,18.6,14.4,18.0,18.6,-,-,-,-,-,2021,Marine Parade
3,4 Jul,27.6,20.6,25.2,26.4,-,-,-,-,-,2021,Marine Parade
4,5 Jul,12.2,11.4,12.0,12.0,-,-,-,-,-,2021,Marine Parade
5,6 Jul,3.0,2.6,2.6,2.6,-,-,-,-,-,2021,Marine Parade
6,7 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
7,8 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
8,9 Jul,12.6,11.8,12.2,12.2,-,-,-,-,-,2021,Marine Parade
9,10 Jul,6.6,2.4,4.0,5.4,-,-,-,-,-,2021,Marine Parade
10,11 Jul,15.8,8.4,13.2,13.8,-,-,-,-,-,2021,Marine Parade
11,12 Jul,36.8,11.6,16.0,28.4,-,-,-,-,-,2021,Marine Parade
12,13 Jul,12.4,2.8,4.0,4.8,-,-,-,-,-,2021,Marine Parade
13,14 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
14,15 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
15,16 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
16,17 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
17,18 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
18,19 Jul,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
19,20 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
20,21 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
21,22 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
22,23 Jul,2.2,1.4,1.4,1.4,-,-,-,-,-,2021,Marine Parade
23,24 Jul,0.0,0.0,0.2,0.6,-,-,-,-,-,2021,Marine Parade
24,25 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
25,26 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
26,27 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
27,28 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
28,29 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
29,30 Jul,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
30,31 Jul,2.4,2.4,2.4,2.4,-,-,-,-,-,2021,Marine Parade
0,1 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
1,2 Jun,13.4,10.2,11.6,13.4,-,-,-,-,-,2021,Marine Parade
2,3 Jun,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
3,4 Jun,6.6,6.6,6.6,6.6,-,-,-,-,-,2021,Marine Parade
4,5 Jun,30.2,27.8,30.2,30.2,-,-,-,-,-,2021,Marine Parade
5,6 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
6,7 Jun,0.6,0.6,0.6,0.6,-,-,-,-,-,2021,Marine Parade
7,8 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
8,9 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
9,10 Jun,4.2,1.6,1.8,3.2,-,-,-,-,-,2021,Marine Parade
10,11 Jun,0.0,0.0,0.2,0.6,-,-,-,-,-,2021,Marine Parade
11,12 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
12,13 Jun,5.6,3.0,5.4,5.6,-,-,-,-,-,2021,Marine Parade
13,14 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
14,15 Jun,0.4,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
15,16 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
16,17 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
17,18 Jun,-,-,-,-,-,-,-,-,-,2021,Marine Parade
18,19 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
19,20 Jun,5.2,2.8,3.2,5.0,-,-,-,-,-,2021,Marine Parade
20,21 Jun,0.2,0.2,0.2,0.4,-,-,-,-,-,2021,Marine Parade
21,22 Jun,2.0,1.8,1.8,1.8,-,-,-,-,-,2021,Marine Parade
22,23 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
23,24 Jun,2.6,1.0,1.2,2.0,-,-,-,-,-,2021,Marine Parade
24,25 Jun,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
25,26 Jun,6.0,5.0,6.0,6.0,-,-,-,-,-,2021,Marine Parade
26,27 Jun,1.0,0.8,0.8,1.0,-,-,-,-,-,2021,Marine Parade
27,28 Jun,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
28,29 Jun,10.4,7.0,9.0,9.2,-,-,-,-,-,2021,Marine Parade
29,30 Jun,0.0,0.0,0.0,5.2,-,-,-,-,-,2021,Marine Parade
0,1 May,3.0,2.8,2.8,2.8,-,-,-,-,-,2021,Marine Parade
1,2 May,0.2,0.2,0.2,0.4,-,-,-,-,-,2021,Marine Parade
2,3 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
3,4 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
4,5 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
5,6 May,2.8,1.0,2.0,2.6,-,-,-,-,-,2021,Marine Parade
6,7 May,23.2,22.2,23.0,23.0,-,-,-,-,-,2021,Marine Parade
7,8 May,34.0,24.4,25.6,32.4,-,-,-,-,-,2021,Marine Parade
8,9 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
9,10 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
10,11 May,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
11,12 May,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
12,13 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
13,14 May,5.4,4.0,5.0,5.0,-,-,-,-,-,2021,Marine Parade
14,15 May,36.4,20.8,26.2,34.8,-,-,-,-,-,2021,Marine Parade
15,16 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
16,17 May,9.4,7.0,8.2,9.4,-,-,-,-,-,2021,Marine Parade
17,18 May,40.6,16.2,19.6,20.6,-,-,-,-,-,2021,Marine Parade
18,19 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
19,20 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
20,21 May,31.2,25.8,30.0,31.0,-,-,-,-,-,2021,Marine Parade
21,22 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
22,23 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
23,24 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
24,25 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
25,26 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
26,27 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
27,28 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
28,29 May,9.4,7.8,8.4,8.4,-,-,-,-,-,2021,Marine Parade
29,30 May,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
30,31 May,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
0,1 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
1,2 Apr,31.0,20.0,21.6,22.8,-,-,-,-,-,2021,Marine Parade
2,3 Apr,18.6,13.8,17.8,18.2,-,-,-,-,-,2021,Marine Parade
3,4 Apr,8.4,5.0,5.0,5.0,-,-,-,-,-,2021,Marine Parade
4,5 Apr,13.0,11.8,12.2,12.6,-,-,-,-,-,2021,Marine Parade
5,6 Apr,3.4,1.8,2.8,3.2,-,-,-,-,-,2021,Marine Parade
6,7 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
7,8 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
8,9 Apr,13.6,13.2,13.6,13.6,-,-,-,-,-,2021,Marine Parade
9,10 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
10,11 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
11,12 Apr,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
12,13 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
13,14 Apr,8.6,7.6,8.0,8.6,-,-,-,-,-,2021,Marine Parade
14,15 Apr,38.0,24.6,27.8,34.8,-,-,-,-,-,2021,Marine Parade
15,16 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
16,17 Apr,87.2,22.4,28.0,46.2,-,-,-,-,-,2021,Marine Parade
17,18 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
18,19 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
19,20 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
20,21 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
21,22 Apr,1.0,0.4,0.4,0.8,-,-,-,-,-,2021,Marine Parade
22,23 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
23,24 Apr,22.8,6.0,9.4,14.0,-,-,-,-,-,2021,Marine Parade
24,25 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
25,26 Apr,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
26,27 Apr,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
27,28 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
28,29 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
29,30 Apr,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
0,1 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
1,2 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
2,3 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
3,4 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
4,5 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
5,6 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
6,7 Mar,13.2,4.2,6.2,8.2,-,-,-,-,-,2021,Marine Parade
7,8 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
8,9 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
9,10 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
10,11 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
11,12 Mar,7.4,7.2,7.2,7.2,-,-,-,-,-,2021,Marine Parade
12,13 Mar,10.2,9.8,10.2,10.2,-,-,-,-,-,2021,Marine Parade
13,14 Mar,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
14,15 Mar,11.4,8.2,8.6,11.4,-,-,-,-,-,2021,Marine Parade
15,16 Mar,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
16,17 Mar,3.8,3.2,3.2,3.6,-,-,-,-,-,2021,Marine Parade
17,18 Mar,1.0,1.0,1.0,1.0,-,-,-,-,-,2021,Marine Parade
18,19 Mar,0.2,0.2,0.2,0.2,-,-,-,-,-,2021,Marine Parade
19,20 Mar,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
20,21 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
21,22 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
22,23 Mar,6.8,4.2,4.6,5.4,-,-,-,-,-,2021,Marine Parade
23,24 Mar,21.6,12.6,13.2,13.2,-,-,-,-,-,2021,Marine Parade
24,25 Mar,0.4,0.4,0.4,0.4,-,-,-,-,-,2021,Marine Parade
25,26 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
26,27 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
27,28 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
28,29 Mar,53.2,27.2,29.2,40.0,-,-,-,-,-,2021,Marine Parade
29,30 Mar,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
30,31 Mar,39.8,21.2,34.4,38.4,-,-,-,-,-,2021,Marine Parade
0,1 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
1,2 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
2,3 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
3,4 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
4,5 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
5,6 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
6,7 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
7,8 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
8,9 Feb,3.2,2.4,3.0,3.2,-,-,-,-,-,2021,Marine Parade
9,10 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
10,11 Feb,0.8,0.8,0.8,0.8,-,-,-,-,-,2021,Marine Parade
11,12 Feb,5.4,3.0,4.6,4.6,-,-,-,-,-,2021,Marine Parade
12,13 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
13,14 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
14,15 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
15,16 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
16,17 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
17,18 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
18,19 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
19,20 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
20,21 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
21,22 Feb,0.0,0.0,0.0,0.0,-,-,-,-,-,2021,Marine Parade
